frame,time,shoulder_pan_raw,shoulder_lift_raw,elbow_flex_raw,wrist_flex_raw,wrist_roll_raw,gripper_raw
178,5.933333333333334,1950,857,2880,1441,762,1601
179,5.966666666666667,1949,857,2880,1430,763,1601
180,6.0,1947,857,2881,1417,764,1601
181,6.033333333333333,1942,857,2885,1404,766,1601
182,6.066666666666666,1936,857,2887,1390,768,1601
183,6.1,1929,857,2891,1376,771,1601
184,6.133333333333334,1923,857,2896,1361,772,1601
185,6.166666666666667,1918,858,2901,1345,773,1601
186,6.2,1912,858,2906,1331,773,1601
187,6.233333333333333,1908,858,2912,1318,773,1601
188,6.266666666666667,1905,858,2918,1305,773,1601
189,6.3,1902,857,2926,1293,773,1601
190,6.333333333333333,1901,857,2933,1277,773,1601
191,6.366666666666666,1900,857,2940,1261,773,1601
192,6.4,1900,857,2948,1245,773,1601
193,6.433333333333334,1900,857,2955,1229,773,1601
194,6.466666666666667,1900,857,2963,1213,773,1601
195,6.5,1900,857,2971,1198,773,1601
196,6.533333333333333,1901,857,2980,1179,773,1601
197,6.566666666666666,1904,857,2987,1158,775,1601
198,6.6,1906,857,2997,1137,778,1601
199,6.633333333333334,1906,857,3006,1114,784,1601
200,6.666666666666667,1910,857,3014,1089,789,1601
201,6.7,1915,857,3025,1066,794,1601
202,6.733333333333333,1918,857,3035,1042,798,1601
203,6.766666666666667,1921,857,3042,1023,800,1601
204,6.8,1925,857,3050,1003,801,1601
205,6.833333333333333,1930,857,3056,985,803,1601
206,6.866666666666666,1932,857,3060,969,804,1601
207,6.9,1934,857,3060,966,810,1601
208,6.933333333333334,1934,857,3060,964,815,1601
209,6.966666666666667,1935,857,3060,960,820,1601
210,7.0,1935,857,3060,955,827,1601
211,7.033333333333333,1936,857,3060,946,832,1601
212,7.066666666666666,1943,857,3061,937,832,1601
213,7.1,1958,857,3061,924,832,1601
214,7.133333333333334,1976,857,3061,912,832,1601
215,7.166666666666667,1996,857,3061,896,832,1601
216,7.2,2015,857,3061,880,832,1601
217,7.233333333333333,2024,857,3061,865,832,1601
218,7.266666666666667,2025,857,3061,850,841,1601
219,7.3,2025,857,3062,836,843,1601
220,7.333333333333333,2025,857,3062,822,847,1601
221,7.366666666666666,2025,857,3062,811,855,1601
222,7.4,2025,856,3062,798,864,1601
223,7.433333333333334,2025,856,3062,783,871,1601
224,7.466666666666667,2026,856,3062,772,880,1601
225,7.5,2026,856,3062,769,896,1601
226,7.533333333333333,2026,856,3062,766,907,1601
227,7.566666666666666,2026,856,3062,764,917,1601
228,7.6,2026,856,3062,764,927,1601
229,7.633333333333334,2026,856,3062,764,933,1601
230,7.666666666666667,2026,856,3062,764,941,1601
231,7.7,2026,856,3062,764,955,1601
232,7.733333333333333,2026,856,3062,764,970,1601
233,7.766666666666667,2026,856,3062,764,982,1601
234,7.8,2026,856,3062,764,986,1601
235,7.833333333333333,2026,856,3062,764,986,1601
236,7.866666666666666,2026,856,3062,764,986,1601
237,7.9,2026,856,3062,764,986,1601
238,7.933333333333334,2026,856,3062,764,987,1601
239,7.966666666666667,2026,856,3062,764,987,1601
240,8.0,2026,856,3062,764,987,1601
241,8.033333333333333,2026,856,3062,764,987,1601
242,8.066666666666666,2026,856,3062,764,986,1601
243,8.1,2026,856,3062,763,973,1601
244,8.133333333333333,2026,856,3062,763,955,1601
245,8.166666666666666,2026,856,3062,763,944,1601
246,8.2,2026,856,3062,763,943,1601
247,8.233333333333333,2026,856,3062,763,943,1601
248,8.266666666666667,2026,856,3062,763,943,1601
249,8.3,2026,856,3063,763,941,1601
250,8.333333333333334,2026,856,3063,763,940,1601
251,8.366666666666667,2026,856,3065,762,940,1601
252,8.4,2026,856,3066,762,938,1601
253,8.433333333333334,2026,856,3066,762,935,1601
254,8.466666666666667,2026,856,3066,762,934,1601
255,8.5,2026,856,3066,762,934,1601
256,8.533333333333333,2026,856,3066,762,930,1601
257,8.566666666666666,2026,856,3067,762,918,1601
258,8.6,2026,856,3067,762,895,1601
259,8.633333333333333,2026,856,3067,762,876,1601
260,8.666666666666666,2026,856,3067,762,854,1601
261,8.7,2026,856,3067,762,832,1601
262,8.733333333333333,2026,856,3067,762,812,1601
263,8.766666666666667,2026,856,3067,762,789,1601
264,8.8,2026,856,3067,762,773,1601
265,8.833333333333334,2026,856,3067,762,762,1601
266,8.866666666666667,2026,856,3067,762,756,1601
267,8.9,2026,856,3067,762,753,1601
268,8.933333333333334,2026,856,3067,762,752,1601
269,8.966666666666667,2026,856,3067,762,752,1601
270,9.0,2026,856,3067,762,753,1601
271,9.033333333333333,2026,856,3067,762,755,1601
272,9.066666666666666,2026,856,3067,762,755,1601
273,9.1,2026,856,3067,762,755,1601
274,9.133333333333333,2026,856,3067,762,755,1601
275,9.166666666666666,2026,856,3067,762,755,1601
276,9.2,2026,856,3067,762,755,1601
277,9.233333333333333,2026,856,3067,762,755,1601
278,9.266666666666667,2026,856,3067,762,755,1601
279,9.3,2026,856,3067,762,755,1601
280,9.333333333333334,2026,856,3067,762,755,1601
281,9.366666666666667,2026,856,3067,762,755,1601
282,9.4,2026,856,3067,762,755,1601
283,9.433333333333334,2026,856,3067,762,755,1601
284,9.466666666666667,2026,856,3067,762,755,1601
285,9.5,2026,856,3067,762,755,1601
286,9.533333333333333,2026,856,3067,762,755,1601
287,9.566666666666666,2026,856,3067,762,755,1601
288,9.6,2026,856,3067,762,756,1601
289,9.633333333333333,2026,856,3067,762,756,1601
290,9.666666666666666,2026,856,3067,762,756,1601
291,9.7,2026,856,3067,762,756,1601
292,9.733333333333333,2026,856,3067,762,756,1601
293,9.766666666666667,2026,856,3067,762,756,1601
294,9.8,2026,856,3067,762,756,1601
295,9.833333333333334,2026,856,3067,762,756,1601
296,9.866666666666667,2026,856,3067,762,756,1601
297,9.9,2026,856,3067,762,756,1601
298,9.933333333333334,2026,856,3067,762,756,1601
299,9.966666666666667,2026,856,3067,762,756,1601
