frame,time,shoulder_pan_raw,shoulder_lift_raw,elbow_flex_raw,wrist_flex_raw,wrist_roll_raw,gripper_raw
176,5.866666666666666,2020,1565,2873,2167,820,1601
177,5.9,2021,1572,2874,2164,821,1601
178,5.933333333333334,2023,1579,2876,2160,826,1601
179,5.966666666666667,2025,1585,2879,2156,828,1601
180,6.0,2026,1592,2880,2153,832,1601
181,6.033333333333333,2027,1599,2880,2149,833,1601
182,6.066666666666666,2030,1605,2880,2144,833,1601
183,6.1,2033,1611,2883,2138,833,1601
184,6.133333333333334,2036,1618,2887,2124,832,1601
185,6.166666666666667,2040,1625,2891,2112,832,1601
186,6.2,2044,1630,2895,2106,832,1601
187,6.233333333333333,2048,1636,2896,2098,832,1601
188,6.266666666666667,2051,1645,2899,2091,832,1601
189,6.3,2053,1651,2899,2085,832,1601
190,6.333333333333333,2054,1657,2897,2081,832,1601
191,6.366666666666666,2055,1664,2895,2079,832,1601
192,6.4,2055,1671,2886,2085,832,1601
193,6.433333333333334,2055,1678,2880,2094,832,1601
194,6.466666666666667,2055,1686,2870,2100,833,1601
195,6.5,2055,1693,2863,2110,834,1601
196,6.533333333333333,2055,1700,2856,2118,839,1601
197,6.566666666666666,2055,1707,2852,2122,846,1601
198,6.6,2055,1712,2847,2130,853,1601
199,6.633333333333334,2055,1716,2842,2136,858,1601
200,6.666666666666667,2055,1720,2838,2140,859,1601
201,6.7,2055,1722,2836,2143,859,1601
202,6.733333333333333,2055,1725,2831,2145,859,1601
203,6.766666666666667,2055,1727,2827,2148,859,1601
204,6.8,2055,1731,2822,2152,859,1601
205,6.833333333333333,2055,1737,2816,2155,859,1601
206,6.866666666666666,2055,1743,2810,2159,859,1601
207,6.9,2055,1747,2804,2163,859,1601
208,6.933333333333334,2055,1752,2798,2165,859,1601
209,6.966666666666667,2055,1755,2792,2171,859,1601
210,7.0,2055,1757,2787,2176,859,1601
211,7.033333333333333,2055,1762,2781,2180,859,1601
212,7.066666666666666,2055,1763,2777,2184,858,1601
213,7.1,2057,1763,2772,2186,858,1601
214,7.133333333333334,2058,1763,2769,2187,858,1601
215,7.166666666666667,2059,1763,2766,2190,857,1601
216,7.2,2060,1763,2762,2191,857,1601
217,7.233333333333333,2060,1763,2758,2195,857,1601
218,7.266666666666667,2061,1763,2755,2199,857,1601
219,7.3,2062,1763,2752,2202,857,1601
220,7.333333333333333,2062,1763,2749,2206,857,1601
221,7.366666666666666,2063,1763,2745,2214,857,1601
222,7.4,2066,1763,2740,2220,858,1601
223,7.433333333333334,2068,1763,2737,2224,859,1601
224,7.466666666666667,2071,1763,2736,2227,859,1601
225,7.5,2074,1763,2736,2231,863,1601
226,7.533333333333333,2079,1763,2736,2235,869,1601
227,7.566666666666666,2084,1763,2736,2240,875,1601
228,7.6,2090,1763,2733,2251,879,1601
229,7.633333333333334,2097,1763,2729,2262,884,1601
230,7.666666666666667,2104,1763,2726,2271,886,1601
231,7.7,2111,1764,2726,2278,889,1601
232,7.733333333333333,2117,1765,2728,2281,889,1601
233,7.766666666666667,2118,1765,2730,2282,889,1601
234,7.8,2119,1765,2730,2285,889,1601
235,7.833333333333333,2119,1765,2733,2286,889,1601
236,7.866666666666666,2120,1765,2734,2286,889,1601
237,7.9,2120,1765,2734,2286,889,1601
238,7.933333333333334,2120,1764,2735,2286,889,1601
239,7.966666666666667,2120,1763,2735,2285,889,1601
240,8.0,2120,1763,2735,2282,889,1601
241,8.033333333333333,2120,1763,2737,2278,887,1601
242,8.066666666666666,2120,1763,2740,2271,885,1601
243,8.1,2120,1763,2744,2267,885,1601
244,8.133333333333333,2117,1760,2747,2268,885,1601
245,8.166666666666666,2111,1755,2751,2272,886,1601
246,8.2,2103,1749,2755,2281,890,1601
247,8.233333333333333,2094,1743,2755,2294,890,1601
248,8.266666666666667,2087,1738,2755,2307,890,1601
249,8.3,2082,1733,2755,2318,890,1601
250,8.333333333333334,2080,1729,2756,2329,890,1601
251,8.366666666666667,2078,1724,2760,2334,891,1601
252,8.4,2076,1720,2766,2334,891,1601
253,8.433333333333334,2073,1716,2771,2329,891,1601
254,8.466666666666667,2071,1712,2773,2327,891,1601
255,8.5,2068,1709,2774,2327,891,1601
256,8.533333333333333,2066,1707,2776,2327,891,1601
257,8.566666666666666,2064,1705,2776,2327,891,1601
258,8.6,2062,1704,2776,2327,891,1601
259,8.633333333333333,2061,1703,2777,2327,891,1601
260,8.666666666666666,2058,1703,2778,2319,891,1601
261,8.7,2056,1702,2782,2310,891,1601
262,8.733333333333333,2054,1702,2783,2305,891,1601
263,8.766666666666667,2053,1702,2783,2301,891,1601
264,8.8,2052,1702,2783,2294,891,1601
265,8.833333333333334,2050,1702,2785,2286,891,1601
266,8.866666666666667,2049,1702,2787,2278,891,1601
267,8.9,2048,1702,2789,2267,891,1601
268,8.933333333333334,2047,1702,2794,2255,891,1601
269,8.966666666666667,2047,1702,2796,2242,891,1601
270,9.0,2047,1703,2799,2231,891,1601
271,9.033333333333333,2047,1705,2799,2222,891,1601
272,9.066666666666666,2047,1709,2799,2210,891,1601
273,9.1,2047,1714,2799,2195,892,1601
274,9.133333333333333,2046,1718,2799,2188,894,1601
275,9.166666666666666,2046,1724,2798,2183,896,1601
276,9.2,2046,1732,2796,2179,896,1601
277,9.233333333333333,2045,1739,2794,2176,896,1601
278,9.266666666666667,2043,1746,2793,2176,896,1601
279,9.3,2039,1750,2790,2176,896,1601
280,9.333333333333334,2036,1752,2789,2175,896,1601
281,9.366666666666667,2035,1755,2787,2175,896,1601
282,9.4,2034,1756,2785,2175,895,1601
283,9.433333333333334,2034,1756,2784,2175,895,1601
284,9.466666666666667,2034,1756,2784,2175,895,1601
285,9.5,2034,1757,2783,2175,895,1601
286,9.533333333333333,2034,1759,2781,2177,895,1601
287,9.566666666666666,2034,1762,2779,2177,895,1601
288,9.6,2034,1763,2777,2179,895,1601
289,9.633333333333333,2034,1764,2773,2181,895,1601
290,9.666666666666666,2035,1764,2772,2183,895,1601
291,9.7,2035,1764,2771,2183,895,1601
292,9.733333333333333,2035,1764,2767,2183,895,1601
293,9.766666666666667,2035,1764,2767,2183,895,1601
294,9.8,2035,1764,2766,2180,895,1601
295,9.833333333333334,2035,1764,2762,2180,894,1601
296,9.866666666666667,2035,1764,2760,2183,894,1601
297,9.9,2035,1764,2757,2184,894,1601
298,9.933333333333334,2035,1764,2756,2184,894,1601
299,9.966666666666667,2035,1764,2756,2183,894,1601
